Code,Name,LAD code,Borough,Total Mean Annual Household Income estimate,Total Median Annual Household Income estimate
E01000355,Bexley 011C,E09000004,Bexley,45239.51 ,36429.31 
E01000356,Bexley 009A,E09000004,Bexley,46776.13 ,37670.94 
E01000357,Bexley 009B,E09000004,Bexley,55127.06 ,44418.72 
E01000358,Bexley 011D,E09000004,Bexley,47381.83 ,38160.36 
E01000359,Bexley 009C,E09000004,Bexley,55264.45 ,44529.74 
E01000360,Bexley 015A,E09000004,Bexley,43315.16 ,34874.38 
E01000361,Bexley 020C,E09000004,Bexley,46208.13 ,37211.98 
E01000362,Bexley 015B,E09000004,Bexley,47420.58 ,38191.67 
E01000363,Bexley 020D,E09000004,Bexley,51886.88 ,41800.57 
E01000364,Bexley 023A,E09000004,Bexley,46598.44 ,37527.37 
E01000365,Bexley 015C,E09000004,Bexley,41566.74 ,33461.61 
E01000366,Bexley 015D,E09000004,Bexley,48578.60 ,39127.38 
E01000367,Bexley 010A,E09000004,Bexley,30749.57 ,24814.56 
E01000368,Bexley 010B,E09000004,Bexley,32289.64 ,26041.29 
E01000369,Bexley 014C,E09000004,Bexley,38604.15 ,31071.07 
E01000370,Bexley 014D,E09000004,Bexley,45513.41 ,36650.63 
E01000371,Bexley 014E,E09000004,Bexley,43305.92 ,34866.92 
E01000372,Bexley 010C,E09000004,Bexley,32832.88 ,26474.00 
E01000373,Bexley 008A,E09000004,Bexley,25700.21 ,20792.53 
E01000374,Bexley 019A,E09000004,Bexley,28954.40 ,23384.63 
E01000375,Bexley 019B,E09000004,Bexley,35439.11 ,28549.98 
E01000376,Bexley 019C,E09000004,Bexley,37625.91 ,30291.85 
E01000377,Bexley 019D,E09000004,Bexley,41607.76 ,33494.75 
E01000378,Bexley 019E,E09000004,Bexley,37742.87 ,30385.02 
E01000379,Bexley 019F,E09000004,Bexley,38611.60 ,31076.99 
E01000380,Bexley 010D,E09000004,Bexley,32469.93 ,26184.90 
E01000381,Bexley 028A,E09000004,Bexley,36268.62 ,29210.71 
E01000382,Bexley 027A,E09000004,Bexley,55154.31 ,44440.74 
E01000383,Bexley 028B,E09000004,Bexley,42775.82 ,34438.58 
E01000384,Bexley 027B,E09000004,Bexley,42538.26 ,34246.62 
E01000385,Bexley 028C,E09000004,Bexley,31458.73 ,25379.43 
E01000386,Bexley 028D,E09000004,Bexley,30120.89 ,24313.79 
E01000387,Bexley 027C,E09000004,Bexley,44740.89 ,36026.41 
E01000388,Bexley 016A,E09000004,Bexley,44805.86 ,36078.90 
E01000389,Bexley 020E,E09000004,Bexley,47076.90 ,37913.97 
E01000390,Bexley 020F,E09000004,Bexley,47323.93 ,38113.58 
E01000391,Bexley 021E,E09000004,Bexley,38193.74 ,30744.15 
E01000392,Bexley 016B,E09000004,Bexley,33021.45 ,26624.21 
E01000393,Bexley 020G,E09000004,Bexley,43654.67 ,35148.71 
E01000394,Bexley 015E,E09000004,Bexley,47995.60 ,38656.30 
E01000395,Bexley 018B,E09000004,Bexley,51039.59 ,41115.93 
E01000396,Bexley 018C,E09000004,Bexley,46773.38 ,37668.72 
E01000398,Bexley 029A,E09000004,Bexley,35062.21 ,28249.76 
E01000399,Bexley 029B,E09000004,Bexley,42347.84 ,34092.76 
E01000400,Bexley 029C,E09000004,Bexley,38706.58 ,31152.65 
E01000401,Bexley 013A,E09000004,Bexley,34655.30 ,27925.63 
E01000402,Bexley 005B,E09000004,Bexley,35911.01 ,28925.87 
E01000403,Bexley 004A,E09000004,Bexley,32832.16 ,26473.43 
E01000404,Bexley 004B,E09000004,Bexley,32158.84 ,25937.11 
E01000405,Bexley 004C,E09000004,Bexley,34961.25 ,28169.34 
E01000406,Bexley 005C,E09000004,Bexley,35249.51 ,28398.95 
E01000407,Bexley 005D,E09000004,Bexley,37670.83 ,30327.64 
E01000408,Bexley 004D,E09000004,Bexley,33608.27 ,27091.64 
E01000409,Bexley 016C,E09000004,Bexley,44641.86 ,35946.39 
E01000410,Bexley 018D,E09000004,Bexley,44513.94 ,35843.03 
E01000411,Bexley 016D,E09000004,Bexley,41949.60 ,33770.97 
E01000412,Bexley 018E,E09000004,Bexley,45237.47 ,36427.66 
E01000413,Bexley 018F,E09000004,Bexley,38872.58 ,31284.88 
E01000414,Bexley 016E,E09000004,Bexley,37631.86 ,30296.59 
E01000415,Bexley 016F,E09000004,Bexley,51272.95 ,41304.49 
E01000416,Bexley 002A,E09000004,Bexley,33674.17 ,27144.13 
E01000417,Bexley 006B,E09000004,Bexley,38058.01 ,30636.04 
E01000418,Bexley 002B,E09000004,Bexley,34618.39 ,27896.24 
E01000419,Bexley 006C,E09000004,Bexley,43958.81 ,35394.47 
E01000420,Bexley 006D,E09000004,Bexley,44914.69 ,36166.85 
E01000421,Bexley 009D,E09000004,Bexley,45222.23 ,36415.35 
E01000422,Bexley 002C,E09000004,Bexley,25887.88 ,20942.02 
E01000423,Bexley 025C,E09000004,Bexley,55947.79 ,45081.89 
E01000424,Bexley 026A,E09000004,Bexley,56227.34 ,45307.78 
E01000425,Bexley 025D,E09000004,Bexley,56523.59 ,45547.15 
E01000426,Bexley 026B,E09000004,Bexley,48859.60 ,39354.44 
E01000427,Bexley 026C,E09000004,Bexley,39953.21 ,32157.84 
E01000428,Bexley 027D,E09000004,Bexley,36887.14 ,29703.39 
E01000429,Bexley 008B,E09000004,Bexley,28508.66 ,23029.58 
E01000430,Bexley 008C,E09000004,Bexley,35759.32 ,28805.04 
E01000431,Bexley 008D,E09000004,Bexley,28038.37 ,22654.98 
E01000432,Bexley 008E,E09000004,Bexley,31901.18 ,25731.86 
E01000433,Bexley 008F,E09000004,Bexley,28835.63 ,23290.02 
E01000434,Bexley 008G,E09000004,Bexley,28180.98 ,22768.57 
E01000435,Bexley 010E,E09000004,Bexley,31741.03 ,25604.30 
E01000436,Bexley 011E,E09000004,Bexley,52192.51 ,42047.52 
E01000437,Bexley 007A,E09000004,Bexley,40959.02 ,32970.56 
E01000438,Bexley 007B,E09000004,Bexley,37491.83 ,30185.05 
E01000439,Bexley 007C,E09000004,Bexley,33858.42 ,27290.89 
E01000440,Bexley 007D,E09000004,Bexley,45794.84 ,36878.03 
E01000441,Bexley 007E,E09000004,Bexley,33798.11 ,27242.85 
E01000442,Bexley 006E,E09000004,Bexley,39638.18 ,31903.28 
E01000443,Bexley 024B,E09000004,Bexley,41117.10 ,33098.29 
E01000444,Bexley 023B,E09000004,Bexley,65073.54 ,52455.74 
E01000445,Bexley 024C,E09000004,Bexley,53655.27 ,43229.48 
E01000446,Bexley 024D,E09000004,Bexley,46707.54 ,37615.51 
E01000447,Bexley 023C,E09000004,Bexley,49868.82 ,40169.92 
E01000448,Bexley 023D,E09000004,Bexley,65916.23 ,53136.66 
E01000449,Bexley 023E,E09000004,Bexley,63112.91 ,50871.50 
E01000450,Bexley 009E,E09000004,Bexley,37551.11 ,30232.27 
E01000451,Bexley 009F,E09000004,Bexley,44202.29 ,35591.20 
E01000452,Bexley 009G,E09000004,Bexley,46724.32 ,37629.07 
E01000453,Bexley 013B,E09000004,Bexley,45063.29 ,36286.92 
E01000454,Bexley 013C,E09000004,Bexley,35957.16 ,28962.62 
E01000455,Bexley 013D,E09000004,Bexley,45778.26 ,36864.63 
E01000456,Bexley 013E,E09000004,Bexley,44410.13 ,35759.14 
E01000457,Bexley 026D,E09000004,Bexley,42550.11 ,34256.20 
E01000458,Bexley 027E,E09000004,Bexley,58496.42 ,47141.26 
E01000459,Bexley 027F,E09000004,Bexley,42908.43 ,34545.73 
E01000460,Bexley 022E,E09000004,Bexley,66601.16 ,53690.10 
E01000461,Bexley 024E,E09000004,Bexley,55590.37 ,44793.09 
E01000462,Bexley 026E,E09000004,Bexley,40640.78 ,32713.41 
E01000463,Bexley 025E,E09000004,Bexley,52089.61 ,41964.38 
E01000464,Bexley 002D,E09000004,Bexley,27523.57 ,22244.91 
E01000465,Bexley 002E,E09000004,Bexley,28069.56 ,22679.82 
E01000466,Bexley 001A,E09000004,Bexley,30312.26 ,24466.22 
E01000467,Bexley 001B,E09000004,Bexley,33525.54 ,27025.74 
E01000468,Bexley 001C,E09000004,Bexley,36542.17 ,29428.61 
E01000469,Bexley 001D,E09000004,Bexley,35289.17 ,28430.54 
E01000470,Bexley 002F,E09000004,Bexley,26046.58 ,21068.43 
E01032566,Bexley 029D,E09000004,Bexley,34802.15 ,28042.61 
E01000471,Brent 026A,E09000005,Brent,33942.37 ,27283.10 
E01000472,Brent 029A,E09000005,Brent,34874.70 ,28023.25 
E01000473,Brent 029B,E09000005,Brent,31900.50 ,25662.11 
E01000474,Brent 026B,E09000005,Brent,31827.02 ,25603.78 
E01000475,Brent 029C,E09000005,Brent,33391.78 ,26845.99 
E01000476,Brent 026C,E09000005,Brent,34017.11 ,27342.43 
E01000477,Brent 026D,E09000005,Brent,30230.99 ,24336.74 
E01000478,Brent 029D,E09000005,Brent,33462.21 ,26901.91 
E01000479,Brent 009A,E09000005,Brent,58833.42 ,47293.68 
E01000480,Brent 006A,E09000005,Brent,60922.05 ,48974.68 
E01000481,Brent 009B,E09000005,Brent,34915.32 ,28055.50 
E01000482,Brent 009C,E09000005,Brent,30801.84 ,24789.91 
E01000483,Brent 009D,E09000005,Brent,29056.78 ,23404.56 
E01000484,Brent 006B,E09000005,Brent,32662.09 ,26266.71 
E01000485,Brent 006C,E09000005,Brent,36130.49 ,29020.18 
E01000486,Brent 006D,E09000005,Brent,50607.94 ,40673.51 
E01000487,Brent 006E,E09000005,Brent,41411.87 ,33272.17 
E01000488,Brent 022A,E09000005,Brent,43243.11 ,34746.02 
E01000489,Brent 030A,E09000005,Brent,51728.62 ,41575.47 
E01000490,Brent 023A,E09000005,Brent,48244.02 ,38770.94 
E01000491,Brent 030B,E09000005,Brent,51517.11 ,41405.24 
E01000492,Brent 030C,E09000005,Brent,58310.12 ,46872.51 
E01000493,Brent 030D,E09000005,Brent,56940.97 ,45770.57 
E01000494,Brent 023B,E09000005,Brent,48663.26 ,39108.36 
E01000495,Brent 023C,E09000005,Brent,39404.45 ,31656.53 
E01000497,Brent 011A,E09000005,Brent,35768.00 ,28732.41 
E01000498,Brent 010B,E09000005,Brent,31037.84 ,24977.27 
E01000499,Brent 011B,E09000005,Brent,31487.16 ,25333.97 
E01000501,Brent 011C,E09000005,Brent,31198.89 ,25105.12 
E01000502,Brent 011D,E09000005,Brent,35838.28 ,28788.20 
E01000503,Brent 011E,E09000005,Brent,35940.79 ,28869.59 
E01000504,Brent 018A,E09000005,Brent,44936.08 ,36108.59 
E01000505,Brent 018B,E09000005,Brent,41969.46 ,33720.94 
E01000506,Brent 014A,E09000005,Brent,28875.79 ,23260.87 
E01000507,Brent 018C,E09000005,Brent,41945.68 ,33701.80 
E01000508,Brent 025A,E09000005,Brent,27275.64 ,21990.56 
E01000509,Brent 014B,E09000005,Brent,31847.07 ,25619.70 
E01000510,Brent 014C,E09000005,Brent,33054.06 ,26577.89 
E01000511,Brent 014D,E09000005,Brent,35767.02 ,28731.64 
E01000512,Brent 018D,E09000005,Brent,45660.42 ,36691.57 
E01000513,Brent 002A,E09000005,Brent,44207.56 ,35522.25 
E01000514,Brent 002B,E09000005,Brent,41699.77 ,33503.89 
E01000515,Brent 003A,E09000005,Brent,32237.29 ,25929.48 
E01000516,Brent 002C,E09000005,Brent,37415.27 ,30055.56 
E01000517,Brent 003B,E09000005,Brent,48886.26 ,39287.84 
E01000518,Brent 005A,E09000005,Brent,37884.51 ,30433.23 
E01000519,Brent 005B,E09000005,Brent,34955.77 ,28087.60 
E01000520,Brent 002D,E09000005,Brent,36904.93 ,29644.82 
E01000521,Brent 025B,E09000005,Brent,25694.82 ,20735.60 
E01000522,Brent 025C,E09000005,Brent,30440.33 ,24502.93 
E01000523,Brent 031A,E09000005,Brent,29898.96 ,24073.15 
E01000524,Brent 031B,E09000005,Brent,26866.98 ,21666.14 
E01000525,Brent 031C,E09000005,Brent,29247.10 ,23555.65 
E01000526,Brent 025D,E09000005,Brent,27423.40 ,22107.87 
E01000527,Brent 025E,E09000005,Brent,28049.84 ,22605.18 
E01000528,Brent 025F,E09000005,Brent,27562.37 ,22218.19 
E01000530,Brent 033A,E09000005,Brent,49508.90 ,39788.97 
E01000531,Brent 033B,E09000005,Brent,35742.20 ,28711.93 
E01000532,Brent 033C,E09000005,Brent,42217.77 ,33920.79 
E01000533,Brent 031E,E09000005,Brent,30353.89 ,24434.30 
E01000534,Brent 033D,E09000005,Brent,45542.52 ,36596.67 
E01000535,Brent 031F,E09000005,Brent,35395.69 ,28436.84 
E01000536,Brent 004A,E09000005,Brent,61985.04 ,49830.22 
E01000538,Brent 004B,E09000005,Brent,67833.15 ,54536.99 
E01000539,Brent 004C,E09000005,Brent,57111.85 ,45908.10 
E01000540,Brent 004D,E09000005,Brent,64158.80 ,51579.74 
E01000541,Brent 004E,E09000005,Brent,49874.61 ,40083.30 
E01000543,Brent 003E,E09000005,Brent,44297.91 ,35594.97 
E01000544,Brent 034A,E09000005,Brent,28760.14 ,23169.07 
E01000545,Brent 028A,E09000005,Brent,41886.93 ,33654.52 
E01000546,Brent 028B,E09000005,Brent,46400.68 ,37287.35 
E01000547,Brent 028C,E09000005,Brent,43947.77 ,35313.16 
E01000548,Brent 028D,E09000005,Brent,35517.94 ,28533.90 
E01000549,Brent 028E,E09000005,Brent,56874.23 ,45716.85 
E01000550,Brent 034B,E09000005,Brent,33479.87 ,26915.93 
E01000551,Brent 034C,E09000005,Brent,26833.41 ,21639.49 
E01000552,Brent 034D,E09000005,Brent,26213.27 ,21147.18 
E01000553,Brent 015A,E09000005,Brent,33386.05 ,26841.45 
E01000554,Brent 015B,E09000005,Brent,34874.46 ,28023.06 
E01000555,Brent 015C,E09000005,Brent,57446.52 ,46177.45 
E01000556,Brent 015D,E09000005,Brent,31089.15 ,25018.00 
E01000557,Brent 015E,E09000005,Brent,38732.57 ,31115.77 
E01000558,Brent 015F,E09000005,Brent,53252.83 ,42802.22 
E01000559,Brent 018E,E09000005,Brent,46522.56 ,37385.45 
E01000560,Brent 023D,E09000005,Brent,55893.96 ,44927.90 
E01000561,Brent 023E,E09000005,Brent,40858.83 ,32827.07 
E01000562,Brent 008A,E09000005,Brent,63637.56 ,51160.23 
E01000563,Brent 008B,E09000005,Brent,59157.49 ,47554.50 
E01000564,Brent 013A,E09000005,Brent,38981.51 ,31316.13 
E01000565,Brent 013B,E09000005,Brent,44741.33 ,35951.85 
E01000566,Brent 008C,E09000005,Brent,51592.96 ,41466.29 
E01000567,Brent 016A,E09000005,Brent,44703.23 ,35921.18 
E01000568,Brent 008D,E09000005,Brent,56965.03 ,45789.93 
E01000569,Brent 008E,E09000005,Brent,58450.38 ,46985.40 
E01000570,Brent 012A,E09000005,Brent,32431.70 ,26083.81 
E01000571,Brent 012B,E09000005,Brent,45757.94 ,36770.05 
E01000572,Brent 007A,E09000005,Brent,51830.70 ,41657.63 
E01000573,Brent 007B,E09000005,Brent,46536.75 ,37396.86 
E01000574,Brent 007C,E09000005,Brent,48760.71 ,39186.79 
E01000575,Brent 007D,E09000005,Brent,46532.60 ,37393.52 
E01000576,Brent 012C,E09000005,Brent,47303.19 ,38013.72 
E01000577,Brent 007E,E09000005,Brent,31657.49 ,25469.19 
E01000578,Brent 012D,E09000005,Brent,40210.18 ,32305.01 
E01000579,Brent 032A,E09000005,Brent,44486.37 ,35746.64 
E01000580,Brent 032B,E09000005,Brent,58337.65 ,46894.67 
E01000581,Brent 030E,E09000005,Brent,62305.92 ,50088.48 
E01000582,Brent 032C,E09000005,Brent,67775.96 ,54490.96 
E01000583,Brent 032D,E09000005,Brent,52888.41 ,42508.91 
E01000584,Brent 033E,E09000005,Brent,52268.53 ,42010.02 
E01000585,Brent 033F,E09000005,Brent,50109.02 ,40271.96 
E01000586,Brent 032E,E09000005,Brent,38045.40 ,30562.72 
E01000587,Brent 001A,E09000005,Brent,42171.95 ,33883.91 
E01000588,Brent 002E,E09000005,Brent,33866.89 ,27223.17 
E01000589,Brent 001B,E09000005,Brent,41120.95 ,33038.03 
E01000590,Brent 001C,E09000005,Brent,43515.81 ,34965.51 
E01000591,Brent 003F,E09000005,Brent,35477.10 ,28501.48 
E01000592,Brent 001D,E09000005,Brent,41433.51 ,33289.59 
E01000593,Brent 001E,E09000005,Brent,39719.38 ,31910.00 
E01000594,Brent 001F,E09000005,Brent,38401.88 ,30849.62 
E01000595,Brent 027A,E09000005,Brent,26592.70 ,21448.39 
E01000596,Brent 021A,E09000005,Brent,24989.34 ,20175.54 
E01000599,Brent 027D,E09000005,Brent,31081.56 ,25011.98 
E01000600,Brent 027E,E09000005,Brent,29673.30 ,23894.00 
E01000601,Brent 021B,E09000005,Brent,28128.16 ,22667.35 
E01000602,Brent 021C,E09000005,Brent,27583.10 ,22234.65 
E01000603,Brent 021D,E09000005,Brent,28529.19 ,22985.72 
E01000604,Brent 021E,E09000005,Brent,25989.63 ,20969.64 
E01000605,Brent 021F,E09000005,Brent,25440.74 ,20533.89 
E01000606,Brent 016B,E09000005,Brent,34899.80 ,28043.17 
E01000607,Brent 013C,E09000005,Brent,39424.36 ,31672.55 
E01000608,Brent 013D,E09000005,Brent,34696.65 ,27881.90 
E01000609,Brent 016C,E09000005,Brent,35291.13 ,28353.84 
E01000610,Brent 019A,E09000005,Brent,36098.08 ,28994.45 
E01000611,Brent 016D,E09000005,Brent,33956.80 ,27294.55 
E01000612,Brent 019B,E09000005,Brent,34694.80 ,27880.43 
E01000613,Brent 013E,E09000005,Brent,35921.06 ,28853.92 
E01000615,Brent 017B,E09000005,Brent,35100.36 ,28202.39 
E01000616,Brent 020A,E09000005,Brent,34567.22 ,27779.15 
E01000617,Brent 017C,E09000005,Brent,34347.37 ,27604.62 
E01000618,Brent 017D,E09000005,Brent,33984.85 ,27316.82 
E01000619,Brent 017E,E09000005,Brent,35334.92 ,28388.60 
E01000620,Brent 020B,E09000005,Brent,34737.23 ,27914.11 
E01000621,Brent 020C,E09000005,Brent,34192.24 ,27481.46 
E01000622,Brent 010D,E09000005,Brent,31534.04 ,25371.19 
E01000623,Brent 005C,E09000005,Brent,42419.15 ,34082.87 
E01000624,Brent 005D,E09000005,Brent,37933.91 ,30472.98 
E01000625,Brent 009E,E09000005,Brent,40571.50 ,32595.81 
E01000626,Brent 010E,E09000005,Brent,28123.09 ,22663.33 
E01000627,Brent 014E,E09000005,Brent,29422.92 ,23695.23 
E01000628,Brent 014F,E09000005,Brent,30690.52 ,24701.54 
E01000629,Brent 005E,E09000005,Brent,36026.35 ,28937.51 
E01000630,Brent 026E,E09000005,Brent,30213.03 ,24322.47 
E01000631,Brent 019C,E09000005,Brent,36972.63 ,29699.31 
E01000632,Brent 029E,E09000005,Brent,34509.34 ,27733.19 
E01000633,Brent 019D,E09000005,Brent,32644.30 ,26252.59 
E01000634,Brent 019E,E09000005,Brent,32570.70 ,26194.16 
E01000635,Brent 020D,E09000005,Brent,31399.39 ,25264.30 
E01000636,Brent 020E,E09000005,Brent,32679.50 ,26280.54 
E01000637,Brent 022B,E09000005,Brent,33393.44 ,26847.31 
E01000638,Brent 024A,E09000005,Brent,29036.25 ,23388.26 
E01000639,Brent 022C,E09000005,Brent,38831.03 ,31195.02 
E01000640,Brent 024B,E09000005,Brent,29310.27 ,23605.80 
E01000641,Brent 024C,E09000005,Brent,30988.56 ,24938.15 
E01000642,Brent 022D,E09000005,Brent,35512.88 ,28529.88 
E01000643,Brent 024D,E09000005,Brent,30269.78 ,24367.53 
E01000644,Brent 022E,E09000005,Brent,35058.42 ,28169.10 
E01033424,Brent 017F,E09000005,Brent,34989.97 ,28114.76 
E01033455,Brent 031G,E09000005,Brent,28557.59 ,23008.27 
E01033456,Brent 027F,E09000005,Brent,26872.52 ,21670.53 
E01033457,Brent 017G,E09000005,Brent,43669.84 ,35089.47 
E01033463,Brent 003G,E09000005,Brent,47348.51 ,38050.20 
E01033464,Brent 010F,E09000005,Brent,31528.10 ,25366.47 
E01033485,Brent 031H,E09000005,Brent,28520.06 ,22978.48 
E01000645,Bromley 007A,E09000006,Bromley,83325.00 ,64222.23 
E01000646,Bromley 016A,E09000006,Bromley,55415.56 ,42706.06 
E01000647,Bromley 016B,E09000006,Bromley,52320.66 ,40320.11 
E01000648,Bromley 016C,E09000006,Bromley,58255.33 ,44895.31 
E01000649,Bromley 007B,E09000006,Bromley,70683.34 ,54476.42 
E01000650,Bromley 022A,E09000006,Bromley,69982.47 ,53936.10 
E01000651,Bromley 020A,E09000006,Bromley,59920.32 ,46178.90 
E01000652,Bromley 022B,E09000006,Bromley,58310.67 ,44937.98 
E01000653,Bromley 016D,E09000006,Bromley,68002.47 ,52409.66 
E01000654,Bromley 039A,E09000006,Bromley,46197.20 ,35599.90 
E01000655,Bromley 039B,E09000006,Bromley,46072.26 ,35503.67 
E01000656,Bromley 039C,E09000006,Bromley,52031.99 ,40097.57 
E01000657,Bromley 039D,E09000006,Bromley,43155.07 ,33256.84 
E01000658,Bromley 042A,E09000006,Bromley,46773.43 ,36043.71 
E01000659,Bromley 039E,E09000006,Bromley,47089.05 ,36286.80 
E01000661,Bromley 026A,E09000006,Bromley,32535.07 ,25077.27 
E01000662,Bromley 026B,E09000006,Bromley,42066.51 ,32418.42 
E01000663,Bromley 026C,E09000006,Bromley,41002.70 ,31599.07 
E01000664,Bromley 026D,E09000006,Bromley,41163.43 ,31722.87 
E01000665,Bromley 033A,E09000006,Bromley,45998.88 ,35447.15 
E01000666,Bromley 033B,E09000006,Bromley,67884.79 ,52318.94 
E01000667,Bromley 033C,E09000006,Bromley,71762.61 ,55308.46 
E01000668,Bromley 020B,E09000006,Bromley,46510.45 ,35841.16 
E01000669,Bromley 020C,E09000006,Bromley,46188.37 ,35593.10 
E01000670,Bromley 018A,E09000006,Bromley,65475.84 ,50461.81 
E01000671,Bromley 020D,E09000006,Bromley,45515.08 ,35074.53 
E01000672,Bromley 011A,E09000006,Bromley,58589.42 ,45152.87 
E01000673,Bromley 011B,E09000006,Bromley,56747.66 ,43733.01 
E01000674,Bromley 008A,E09000006,Bromley,46832.78 ,36089.42 
E01000675,Bromley 018B,E09000006,Bromley,56589.63 ,43611.18 
E01000676,Bromley 008B,E09000006,Bromley,42145.59 ,32479.33 
E01000677,Bromley 018C,E09000006,Bromley,50107.06 ,38613.58 
E01000678,Bromley 016E,E09000006,Bromley,55949.40 ,43117.60 
E01000679,Bromley 020E,E09000006,Bromley,50399.82 ,38839.27 
E01000680,Bromley 037A,E09000006,Bromley,64653.91 ,49828.16 
E01000681,Bromley 035A,E09000006,Bromley,57589.86 ,44382.29 
E01000682,Bromley 035B,E09000006,Bromley,54066.93 ,41666.36 
E01000683,Bromley 035C,E09000006,Bromley,47720.73 ,36773.89 
E01000684,Bromley 035D,E09000006,Bromley,64694.09 ,49859.13 
E01000685,Bromley 037B,E09000006,Bromley,45757.64 ,35261.35 
E01000686,Bromley 037C,E09000006,Bromley,55345.27 ,42651.86 
E01000687,Bromley 037D,E09000006,Bromley,56160.47 ,43280.33 
E01000688,Bromley 037E,E09000006,Bromley,68108.09 ,52491.09 
E01000689,Bromley 002A,E09000006,Bromley,42444.68 ,32709.69 
E01000690,Bromley 002B,E09000006,Bromley,58986.25 ,45458.80 
E01000691,Bromley 002C,E09000006,Bromley,43748.32 ,33713.76 
E01000692,Bromley 002D,E09000006,Bromley,52406.50 ,40386.29 
E01000693,Bromley 010A,E09000006,Bromley,61731.09 ,47574.87 
E01000694,Bromley 007C,E09000006,Bromley,75794.97 ,58417.12 
E01000695,Bromley 007D,E09000006,Bromley,68477.68 ,52776.01 
E01000696,Bromley 007E,E09000006,Bromley,77786.60 ,59952.52 
E01000697,Bromley 007F,E09000006,Bromley,69933.05 ,53898.00 
E01000698,Bromley 010B,E09000006,Bromley,70308.53 ,54187.47 
E01000699,Bromley 015A,E09000006,Bromley,39605.72 ,30523.11 
